NEO_flag,One_km_NEO_flag,PHA_flag,H,G,Num_obs,rms,U,Epoch,M,Peri,Node,i,e,n,a,Num_opps,Tp,Orbital_period,Perihelion_dist,Aphelion_dist,Semilatus_rectum,Synodic_period,Orbit_type
0.0,0.0,0.0,19.1,0.15,54.0,0.43,3,2459000.5,118.56436,13.59963,330.34233,4.57385,0.2929513,0.27562817,2.3384081,1,2458570.33936,3.5758596,1.6533684,3.0234478,1.0688624,1.3882199,Object with perihelion distance < 1.665 AU
1.0,0.0,0.0,20.3,0.15,126.0,0.36,3,2459000.5,63.91326,114.03825,193.18317,33.86554,0.6331358,0.52775384,1.5165211,2,2458879.39569,1.8675519,0.5563573,2.4766849,0.4543035,2.1526688,Apollo
1.0,0.0,0.0,22.8,0.15,30.0,0.18,5,2459000.5,36.69308,169.28147,155.78108,11.50114,0.4668554,0.30539723,2.183866,1,2458880.35129,3.2272973,1.1643164,3.2034156,0.8539419,1.4489746,Amor
0.0,0.0,0.0,18.3,0.15,32.0,0.19,1,2459000.5,202.18213,155.59575,137.5581,23.57142,0.0927525,0.37565034,1.9023052,5,2459420.61911,2.623737,1.7258616,2.0787488,0.9429698,1.6158633,Hungaria
0.0,0.0,0.0,20.1,0.15,18.0,0.09,5,2459200.5,73.16095,254.72369,292.44245,18.98669,0.1151884,0.37978491,1.8884736,1,2459007.86214,2.5951734,1.6709433,2.1060039,0.9317083,1.6268911,Hungaria
0.0,0.0,0.0,16.69,0.15,468.0,0.51,0,2459200.5,93.65755,3.74729,157.13112,1.61772,0.1332024,0.25988565,2.431912,14,2458840.12009,3.7924668,2.1079755,2.7558485,1.1943814,1.3581063,MBA
0.0,0.0,0.0,15.7,0.15,231.0,0.41,0,2459200.5,3.22393,80.09035,7.39169,9.50139,0.209903,0.17687883,3.1430562,12,2459182.27323,5.5722196,2.4833193,3.8027931,1.5022877,1.2187122,MBA
0.0,0.0,0.0,17.2,0.15,270.0,0.4,0,2459000.5,166.27189,314.76085,98.69696,24.18494,0.2376495,0.28637342,2.2795419,8,2458419.8878,3.441687,1.7378099,2.8212739,1.0753998,1.4095529,Phocaea
0.0,0.0,0.0,16.39,0.15,450.0,0.6,0,2459200.5,173.99815,219.81648,246.99055,18.86736,0.0868169,0.35829128,1.9632633,13,2458714.86667,2.7508558,1.7928189,2.1337077,0.9742329,1.5711493,Hungaria
0.0,0.0,0.0,13.8,0.15,111.0,0.29,0,2459200.5,20.06937,175.27924,173.96632,7.72311,0.0174242,0.0807857,5.2996401,11,2458952.07274,12.2002735,5.2072981,5.3919821,2.6490156,1.0892835,Jupiter Trojan
0.0,0.0,0.0,18.0,0.15,157.0,0.39,0,2459200.5,358.45354,254.65088,202.55302,21.22105,0.1010272,0.37480869,1.9051519,5,2459204.626,2.6296286,1.7126797,2.0976241,0.9428535,1.6136368,Hungaria
0.0,0.0,0.0,19.0,0.15,47.0,0.39,1,2459000.5,178.04431,205.143,202.60186,20.18649,0.1409135,0.38110932,1.8840959,6,2458533.32612,2.5861547,1.6186014,2.1495904,0.9233421,1.6304555,Hungaria
0.0,0.0,0.0,17.8,0.15,31.0,0.21,0,2459200.5,289.76177,12.72137,138.4233,5.32278,0.1381301,0.22175584,2.7032487,5,2459517.23683,4.4445624,2.3298487,3.0766487,1.3258355,1.2903126,MBA
0.0,0.0,0.0,13.38,0.15,353.0,0.56,0,2459200.5,256.49954,358.11093,3.24105,3.62829,0.0745139,0.08220202,5.2385898,18,2460459.59905,11.9900664,4.848242,5.6289376,2.6047517,1.0909913,Jupiter Trojan
0.0,0.0,0.0,17.3,0.15,212.0,0.26,0,2459000.5,184.55306,73.61537,142.55479,29.09207,0.3680881,0.23459553,2.6036917,3,2459748.37001,4.2013062,1.6453038,3.5620796,1.1254603,1.3123725,Object with perihelion distance < 1.665 AU
1.0,0.0,0.0,28.5,0.15,106.0,0.47,2,2459000.5,67.32483,276.87318,316.87127,5.70406,0.092197,1.01174899,0.9826998,1,2458933.95698,0.9741623,0.8920978,1.0733018,0.4871733,37.7030785,Aten
0.0,0.0,0.0,19.5,0.15,76.0,0.52,3,2459000.5,320.08618,56.0496,279.19233,22.60144,0.3709663,0.28828095,2.2694751,2,2459138.95461,3.4189137,1.4275763,3.1113739,0.9785795,1.4134087,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,18.0,0.15,51.0,0.31,0,2459000.5,213.91271,341.41039,295.10482,26.90592,0.2703441,0.29878135,2.2159862,5,2459489.44389,3.2987589,1.6169074,2.815065,1.0270144,1.4350173,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,17.7,0.15,67.0,0.28,0,2459200.5,251.5935,45.13504,209.2124,14.14851,0.0833722,0.26026881,2.4295246,7,2459617.01746,3.7868836,2.2269698,2.6320794,1.2063186,1.3588237,Phocaea
1.0,0.0,0.0,22.7,0.15,50.0,0.46,5,2459000.5,95.88971,339.55539,298.70285,11.01126,0.524801,0.30206806,2.1998826,1,2458683.05588,3.2628661,1.045382,3.3543832,0.7969998,1.4419174,Amor
0.0,0.0,0.0,16.05,0.15,510.0,0.45,0,2459200.5,7.90152,49.38041,278.94888,8.53319,0.298816,0.27571831,2.3378984,14,2459171.84205,3.5746905,1.639297,3.0364998,1.0645726,1.3883962,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,13.7,0.15,151.0,0.25,0,2459200.5,278.95064,245.35818,218.30588,10.17924,0.0572833,0.08339441,5.188535,12,2460172.38013,11.8186297,4.8913186,5.4857514,2.5857547,1.0924331,Jupiter Trojan
1.0,0.0,0.0,27.5,0.15,30.0,0.24,5,2459000.5,23.97504,240.05541,139.88044,4.77158,0.1603212,1.09400149,0.9328048,1,2458978.585,0.9009199,0.7832564,1.0823532,0.4544145,9.0928395,Aten
0.0,0.0,0.0,15.1,0.15,649.0,0.45,0,2459200.5,280.86399,71.43184,73.7346,14.22301,0.1596602,0.25348797,2.4726604,12,2459512.68851,3.8881831,2.0778749,2.8674459,1.2048144,1.3462384,Phocaea
0.0,0.0,0.0,17.8,0.15,38.0,0.21,0,2459000.5,77.79891,213.08942,213.78281,7.28816,0.2135408,0.21218581,2.7839312,5,2458633.84535,4.6450217,2.1894483,3.3784141,1.3284924,1.2743468,MBA
0.0,0.0,0.0,17.9,0.15,135.0,0.64,0,2459200.5,339.1701,347.66788,275.43625,1.94935,0.2987217,0.28278895,2.2987642,8,2459274.15883,3.4853118,1.6120735,2.9854549,1.0468174,1.402364,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,15.7,0.15,180.0,0.37,0,2459200.5,42.79205,65.74686,47.51665,17.6118,0.0778606,0.18590749,3.0404518,9,2458970.32062,5.3016028,2.8037204,3.2771832,1.5110099,1.2324715,MBA
0.0,0.0,0.0,14.4,0.15,38.0,0.25,0,2459000.5,331.67674,210.51682,56.03424,27.11432,0.1273422,0.08347388,5.1852413,4,2459339.80718,11.8073777,4.5249413,5.8455413,2.5505786,1.0925294,Jupiter Trojan
0.0,0.0,0.0,16.15,0.15,218.0,0.52,0,2459200.5,354.91639,325.07537,15.84952,9.70769,0.0846494,0.1900474,2.9961353,12,2459227.24917,5.1861149,2.7425142,3.2497564,1.4873332,1.238885,MBA
0.0,0.0,0.0,13.8,0.15,163.0,0.62,0,2459200.5,184.15703,232.69414,317.08236,17.79416,0.0767283,0.08320878,5.196249,8,2461313.77626,11.8449963,4.7975496,5.5949484,2.5828287,1.0922084,Jupiter Trojan
0.0,0.0,0.0,17.3,0.15,236.0,0.34,0,2459200.5,202.2815,188.00799,305.23081,2.11796,0.0940537,0.28716927,2.2753283,9,2459749.71802,3.4321488,2.0613253,2.4893313,1.1276003,1.4111591,MBA
1.0,0.0,0.0,20.1,0.15,103.0,0.33,1,2459000.5,165.91822,16.76732,175.30546,5.42161,0.6666747,0.34008221,2.0327319,4,2458512.62319,2.8981453,0.677561,3.3879028,0.5646369,1.5268301,Apollo
0.0,0.0,0.0,18.5,0.15,26.0,0.18,2,2459000.5,109.863,104.68477,161.63709,14.44653,0.1371685,0.26142032,2.4223849,2,2458580.24572,3.7702029,2.09011,2.7546598,1.1884036,1.3609844,Phocaea
0.0,0.0,0.0,13.9,0.15,169.0,0.17,0,2459000.5,239.28156,224.16877,130.80996,25.43628,0.0591839,0.08315702,5.1984049,13,2460452.19306,11.8523688,4.890743,5.5060668,2.5900981,1.0921458,Jupiter Trojan
1.0,0.0,0.0,19.5,0.15,22.0,0.23,5,2459000.5,292.85351,169.22221,141.87686,5.8216,0.6395855,0.25806889,2.4433121,1,2459260.68833,3.819165,0.8806051,4.0060191,0.7219137,1.354715,Apollo
0.0,0.0,0.0,18.5,0.15,53.0,0.15,1,2459000.5,150.65702,129.18016,249.73733,5.08338,0.2906072,0.27892996,2.3199178,3,2458460.37497,3.5335309,1.645733,2.9941026,1.0619974,1.3947061,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,17.2,0.15,20.0,0.11,2,2459000.5,148.27386,268.13125,124.16018,12.21534,0.3092703,0.18128927,3.0918706,2,2458182.61421,5.4366574,2.1356469,4.0480943,1.3980695,1.2253949,MBA
0.0,0.0,0.0,19.7,0.15,28.0,0.11,2,2459000.5,91.51307,191.28804,168.36953,23.9594,0.0499557,0.39061456,1.8534054,2,2458766.22024,2.523223,1.7608172,1.9459936,0.92439,1.6565027,Hungaria
1.0,0.0,0.0,25.1,0.15,40.0,0.39,6,2459000.5,170.50832,166.17396,231.9662,8.71325,0.604319,0.25268929,2.4778679,1,2458325.72514,3.9004725,0.9804452,3.9752906,0.7864735,1.3447714,Apollo
0.0,0.0,0.0,17.2,0.15,65.0,0.25,3,2459000.5,140.89537,84.4344,4.69809,8.00981,0.2029997,0.1831291,3.0711273,2,2458231.12271,5.3820376,2.4476894,3.6945652,1.4722848,1.2282043,MBA
0.0,0.0,0.0,16.48,0.15,676.0,0.58,0,2459200.5,210.30291,249.76914,89.99933,24.12034,0.0862436,0.37154904,1.9162785,17,2459603.39999,2.6526988,1.7510117,2.0815453,0.9510126,1.6050709,Hungaria
0.0,0.0,0.0,18.1,0.15,68.0,0.59,1,2459000.5,356.49098,0.69012,160.24481,23.6677,0.0520723,0.35354192,1.9808067,7,2459010.42533,2.7878098,1.8776615,2.0839519,0.9877178,1.5593436,Hungaria
1.0,0.0,0.0,20.2,0.15,105.0,0.32,1,2459000.5,331.92662,268.15713,289.34652,47.43054,0.6385102,0.30592226,2.1813666,2,2459092.2664,3.2217585,0.7885418,3.5741914,0.6460169,1.4500939,Apollo
0.0,0.0,0.0,15.5,0.15,31.0,0.1,4,2459000.5,358.08213,205.31208,152.90632,13.36434,0.1080555,0.0841375,5.1579402,1,2459023.29447,11.7142491,4.6005964,5.715284,2.5488581,1.0933337,Jupiter Trojan
0.0,0.0,0.0,15.4,0.15,729.0,0.53,0,2459200.5,267.43682,305.24652,29.41764,22.65783,0.3339554,0.26958536,2.3732228,21,2459543.85396,3.6560133,1.5806722,3.1657734,1.0542731,1.3765041,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,12.43,0.15,350.0,0.56,0,2459200.5,270.99135,70.00536,23.0841,31.99741,0.0752337,0.08322307,5.1956541,13,2460270.01984,11.8429623,4.8047658,5.5865424,2.5831231,1.0922257,Jupiter Trojan
1.0,0.0,0.0,27.0,0.15,25.0,0.42,8,2459000.5,194.71555,41.91026,79.68142,1.06138,0.4439033,0.64939573,1.3206764,1,2459255.02039,1.5177304,0.7344238,1.906929,0.5302185,2.9315073,Apollo
0.0,0.0,0.0,19.2,0.15,34.0,0.18,3,2459000.5,47.12527,147.98527,222.82614,7.61779,0.3894233,0.22886002,2.6470131,1,2458794.58691,4.306596,1.6162045,3.6778217,1.1227961,1.3024258,Object with perihelion distance < 1.665 AU
1.0,0.0,0.0,24.2,0.15,40.0,0.26,6,2459000.5,216.68326,218.66549,232.151,11.24903,0.4298566,0.41211512,1.7883685,1,2459348.25901,2.3915833,1.0196265,2.5571105,0.7289598,1.7186059,Amor
0.0,0.0,0.0,18.7,0.15,43.0,0.24,1,2459000.5,136.6274,50.64554,244.99127,19.51602,0.0442882,0.36381238,1.9433502,3,2458624.95635,2.7091098,1.8572827,2.0294177,0.9697692,1.5850999,Hungaria
0.0,0.0,0.0,18.8,0.15,65.0,0.23,2,2459000.5,296.2175,94.15631,301.15242,21.82988,0.2839154,0.28864446,2.2675693,2,2459221.47259,3.414608,1.6237715,2.9113671,1.0423926,1.4141459,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,16.2,0.15,126.0,0.33,0,2459200.5,268.42801,330.05373,274.73688,24.90503,0.197736,0.28010339,2.3134341,8,2459527.42221,3.518728,1.8559849,2.7708833,1.11149,1.3970258,Phocaea
0.0,0.0,0.0,17.3,0.15,45.0,0.41,0,2458600.5,32.38735,283.37581,13.22251,12.43528,0.1096116,0.21923909,2.7238972,5,2458452.77377,4.4955835,2.4253265,3.0224679,1.3455852,1.2860753,MBA
0.0,0.0,0.0,18.0,0.15,55.0,0.24,1,2459000.5,299.26266,164.92736,78.23701,23.82168,0.0512836,0.35747824,1.966239,4,2459170.40502,2.7571123,1.8654032,2.0670748,0.9805339,1.5691156,Hungaria
0.0,0.0,0.0,13.34,0.15,206.0,0.48,0,2459200.5,333.76352,89.77747,187.34813,23.21932,0.0543638,0.08024872,5.3232556,11,2459527.43963,12.2819119,5.0338632,5.612648,2.6537616,1.0886375,Jupiter Trojan
0.0,0.0,0.0,16.82,0.15,444.0,0.6,0,2459200.5,157.00702,111.04985,286.70994,6.78593,0.1991614,0.28535736,2.2849498,10,2458650.28797,3.4539416,1.829876,2.7400236,1.0971583,1.4075077,MBA
0.0,0.0,0.0,16.3,0.15,488.0,0.43,0,2459200.5,175.76169,63.09189,64.47418,30.10928,0.3696731,0.23395616,2.6084332,8,2458449.24073,4.2127877,1.6441656,3.5727008,1.1259847,1.3112562,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,15.94,0.15,226.0,0.54,0,2459200.5,43.9352,213.4962,79.42478,12.19497,0.0994966,0.1857295,3.042394,13,2458963.94523,5.3066835,2.7396861,3.3451019,1.5061378,1.2321972,MBA
1.0,0.0,0.0,20.6,0.15,80.0,0.56,3,2459200.5,324.33071,169.40372,350.89217,20.85142,0.6004862,1.14556543,0.904599,4,2459231.63684,0.8603678,0.3613998,1.4477982,0.2892077,6.1616726,Aten
0.0,0.0,0.0,18.1,0.15,133.0,0.33,1,2459200.5,165.20185,165.95987,1.6669,20.74871,0.0546875,0.37195064,1.9148989,5,2458756.35002,2.6498346,1.8101779,2.0196199,0.954586,1.6061213,Hungaria
0.0,0.0,0.0,18.4,0.15,76.0,0.33,0,2459000.5,84.98988,25.09639,72.04447,23.31347,0.0938756,0.38086518,1.8849009,5,2458777.35044,2.5878124,1.7079547,2.0618471,0.934145,1.6297973,Hungaria
0.0,0.0,0.0,13.2,0.15,146.0,0.45,0,2459000.5,286.10053,286.17675,23.93291,32.26767,0.0436476,0.08245496,5.2278708,10,2459896.7411,11.9532849,4.9996868,5.4560548,2.6089556,1.0912968,Jupiter Trojan
0.0,0.0,0.0,14.28,0.15,1380.0,0.52,0,2459200.5,291.96161,35.29783,73.05903,3.68422,0.0681742,0.20659584,2.8339249,18,2459529.83094,4.7707044,2.6407243,3.0271255,1.4103768,1.2652024,MBA
1.0,0.0,0.0,23.31,0.15,175.0,0.68,0,2459200.5,200.11763,337.1249,281.05647,6.7134,0.4331399,1.60380063,0.7228294,2,2459300.18968,0.614545,0.4097431,1.0359157,0.2936096,1.5943368,Aten
0.0,0.0,0.0,19.5,0.15,33.0,0.24,2,2459200.5,173.7721,5.08556,244.43427,23.60913,0.1004596,0.37709863,1.8974314,2,2458739.68657,2.6136602,1.7068162,2.0880466,0.9391411,1.6197092,Hungaria
0.0,0.0,0.0,15.88,0.15,136.0,0.54,0,2459200.5,275.11199,338.63326,286.90699,13.55197,0.223402,0.17243214,3.1968621,11,2459692.79819,5.7159162,2.4826767,3.9110475,1.5186558,1.2120479,MBA
0.0,1.0,1.0,17.9,0.15,252.0,0.35,0,2459200.5,4.12008,205.65164,302.19166,24.18514,0.5945195,0.2558232,2.45759,4,2459184.39481,3.8526907,0.9965048,3.9186752,0.7944732,1.3505462,Apollo
0.0,0.0,0.0,15.26,0.15,729.0,0.51,0,2459200.5,183.01847,167.43788,345.28331,24.52866,0.2965167,0.26426694,2.404958,15,2459870.20752,3.7295913,1.6918478,3.1180682,1.0967545,1.3663552,MBA
0.0,0.0,0.0,17.6,0.15,102.0,0.27,0,2459200.5,96.67157,197.08457,17.68004,2.35557,0.14303,0.26647904,2.3916301,9,2458837.72631,3.6986311,2.0495552,2.733705,1.1713516,1.3705582,MBA
0.0,0.0,0.0,16.5,0.15,66.0,0.21,0,2459000.5,134.72671,297.39702,94.86238,10.57636,0.0855277,0.18210407,3.082641,8,2458260.66611,5.412332,2.8189898,3.3462922,1.5300458,1.2266375,MBA
1.0,0.0,0.0,23.6,0.15,19.0,0.2,9,2459000.5,117.67441,269.5835,96.04791,4.26452,0.6891005,0.62109595,1.3604949,1,2458811.03745,1.5868847,0.4229772,2.2980126,0.3572255,2.7039122,Apollo
1.0,0.0,0.0,22.4,0.15,53.0,0.38,7,2459000.5,156.53399,178.36653,155.37616,8.71288,0.1652616,1.15943402,0.897371,1,2458865.49103,0.8500766,0.74907,1.045672,0.4364313,5.6700715,Aten
1.0,0.0,0.0,23.8,0.15,32.0,0.27,5,2459000.5,47.52942,222.45442,195.47312,6.72496,0.587199,0.25079141,2.4903532,1,2458810.98226,3.9299898,1.0280203,3.9526861,0.8158364,1.3412981,Amor
0.0,0.0,0.0,16.5,0.15,635.0,0.44,0,2459200.5,127.22006,175.21973,173.9282,23.90466,0.1037835,0.37477655,1.9052609,13,2458861.04419,2.6298543,1.7075263,2.1029955,0.9423697,1.6135518,Hungaria
0.0,0.0,0.0,18.78,0.15,75.0,0.46,0,2459200.5,345.2312,6.15419,344.0488,2.59537,0.3873165,0.27729344,2.3290367,6,2459253.76055,3.5543853,1.4269624,3.231111,0.9898242,1.3914836,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,17.4,0.15,135.0,0.45,1,2459200.5,8.85176,109.85568,35.93242,22.01995,0.1075156,0.38216871,1.8806124,8,2459177.33808,2.5789858,1.6784172,2.0828076,0.9294366,1.6333179,Hungaria
0.0,0.0,0.0,14.6,0.15,28.0,0.15,2,2459200.5,13.09612,115.69544,229.39249,19.17229,0.1034332,0.08284024,5.2116487,3,2459042.41105,11.8976914,4.6725912,5.7507062,2.5779461,1.0917626,Jupiter Trojan
0.0,0.0,0.0,16.6,0.15,243.0,0.42,0,2459200.5,208.02073,200.26135,119.36888,3.80694,0.1841926,0.25343379,2.4730128,15,2459800.18059,3.8890144,2.0175021,2.9285235,1.1945556,1.3461388,MBA
0.0,0.0,0.0,18.0,0.15,86.0,0.35,1,2459000.5,305.14631,302.17228,334.2934,13.75558,0.2134923,0.26296674,2.4128787,4,2459209.09558,3.7480315,1.8977477,2.9280097,1.1514511,1.3638968,Phocaea
0.0,0.0,0.0,17.0,0.15,326.0,0.45,0,2459200.5,292.80034,120.27396,302.36429,18.45215,0.0877803,0.36948058,1.9234237,11,2459382.37607,2.6675492,1.754585,2.0922624,0.9543015,1.5996824,Hungaria
1.0,0.0,0.0,23.6,0.15,150.0,0.36,4,2459000.5,232.64733,1.69522,51.98005,1.55579,0.537579,1.20907114,0.8726394,2,2459105.831,0.8151776,0.4035268,1.341752,0.3102272,4.410599,Aten
1.0,1.0,1.0,16.5,0.15,780.0,0.44,0,2459200.5,322.96596,300.70694,132.02533,42.35503,0.5282005,0.43110214,1.7354653,13,2459286.4055,2.286251,0.8187917,2.6521389,0.6256389,1.7774533,Apollo
0.0,0.0,0.0,19.3,0.15,28.0,0.29,3,2459000.5,119.50315,299.04106,73.49617,22.81565,0.3052132,0.2753272,2.340112,1,2458566.45952,3.5797687,1.6258789,3.0543451,1.0610593,1.3876317,Object with perihelion distance < 1.665 AU
1.0,0.0,0.0,25.2,0.15,22.0,0.32,6,2459000.5,221.85791,324.04166,169.02593,9.69283,0.4262278,0.42865008,1.7420774,1,2459322.77246,2.2993293,0.9995556,2.4845992,0.712797,1.7696278,Apollo
0.0,0.0,0.0,14.6,0.15,1189.0,0.58,0,2459200.5,228.28237,204.12183,98.50048,1.04494,0.1153715,0.19148475,2.9811232,21,2459888.37548,5.1471863,2.6371865,3.3250599,1.4707214,1.2411273,MBA
0.0,0.0,0.0,19.1,0.15,25.0,0.29,4,2459200.5,5.79848,348.28337,123.59382,24.74213,0.03358,0.38864628,1.8596578,2,2459185.58031,2.5360018,1.7972105,1.9221051,0.9287804,1.6510409,Hungaria
0.0,0.0,0.0,18.1,0.15,37.0,0.2,0,2459000.5,185.45897,107.28211,285.90191,1.40388,0.0513642,0.22414678,2.6839909,5,2459779.19105,4.3971528,2.5461299,2.8218519,1.3384549,1.2943642,MBA
0.0,0.0,0.0,14.04,0.15,652.0,0.49,0,2459200.5,41.81172,180.45274,208.55138,8.543,0.186973,0.12532603,3.9546542,18,2458866.87633,7.8643489,3.2152406,4.6940678,1.9082019,1.1456802,Hilda
0.0,0.0,0.0,15.1,0.15,106.0,0.29,0,2459200.5,271.15569,95.40846,154.00176,3.39374,0.1576273,0.12254293,4.0143066,9,2459925.50577,8.0429582,3.3815423,4.6470709,1.9572828,1.1419858,Hilda
0.0,0.0,0.0,18.56,0.15,82.0,0.62,0,2459200.5,102.4368,149.39299,116.49686,12.77788,0.0239697,0.36294246,1.9464542,6,2458918.26017,2.715603,1.8997983,1.9931101,0.9726679,1.5828854,Hungaria
0.0,0.0,0.0,15.5,0.15,137.0,0.25,0,2459200.5,253.32947,326.62106,170.5546,6.62544,0.2221811,0.12421907,3.9781138,7,2460059.22958,7.9344313,3.0942521,4.8619755,1.8908682,1.1442079,Hilda
1.0,0.0,0.0,23.0,0.15,25.0,0.31,3,2459000.5,122.67343,351.45725,136.86153,1.45321,0.2682381,0.58057014,1.4230918,2,2458789.20178,1.6976548,1.0413644,1.8048192,0.660349,2.4333737,Amor
0.0,0.0,0.0,17.8,0.15,149.0,0.33,0,2459000.5,87.23288,271.76548,43.35024,2.84226,0.2108231,0.28676878,2.2774463,10,2458696.30753,3.4369421,1.797308,2.7575846,1.088111,1.4103503,MBA
0.0,0.0,0.0,15.7,0.15,56.0,0.31,0,2459200.5,286.88044,216.68829,256.26812,10.0366,0.2269772,0.12440757,3.9740944,5,2459788.24238,7.9224092,3.0720656,4.8761232,1.8846772,1.1444584,Hilda
0.0,0.0,0.0,19.9,0.15,30.0,0.31,1,2459000.5,300.00882,94.1432,242.15985,1.17098,0.238029,0.30883642,2.1676228,4,2459194.74906,3.1913583,1.6516657,2.6835799,1.022405,1.456338,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,20.4,0.15,32.0,0.29,3,2459000.5,153.18494,279.58595,51.68705,13.19077,0.4779695,0.22939331,2.642909,1,2458332.71703,4.2965841,1.3796791,3.9061389,1.0195618,1.3033443,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,14.51,0.15,408.0,0.61,0,2459200.5,184.78123,234.81594,189.16079,9.19891,0.2687206,0.12443993,3.9734054,17,2460608.55939,7.920349,2.9056695,5.0411413,1.8432414,1.1445014,Hilda
1.0,0.0,0.0,26.7,0.15,49.0,0.4,7,2459000.5,115.58202,298.10547,204.42346,4.42038,0.2807033,0.69936668,1.2569927,1,2458835.23329,1.409286,0.9041507,1.6098347,0.5789744,3.4432794,Apollo
0.0,0.0,0.0,17.9,0.15,33.0,0.26,4,2459000.5,169.06417,285.97447,19.19048,13.67145,0.3515284,0.21583715,2.7524446,1,2458217.20477,4.5664413,1.7848822,3.720007,1.2061595,1.2803915,MBA
0.0,0.0,0.0,18.8,0.15,43.0,0.18,1,2459200.5,28.27978,34.98173,47.7321,23.3226,0.0191536,0.37503001,1.9044023,3,2459125.09329,2.6280768,1.8679261,1.9408785,0.9518518,1.6142217,Hungaria
0.0,0.0,0.0,12.9,0.15,123.0,0.34,0,2459200.5,303.53745,12.83536,301.65391,26.93951,0.1275234,0.08283291,5.2119566,10,2459882.14401,11.8987458,4.5473102,5.876603,2.5635993,1.0917537,Jupiter Trojan
0.0,0.0,0.0,15.27,0.15,539.0,0.49,0,2459200.5,132.46754,122.58343,321.99129,5.56516,0.144813,0.19096445,2.9865357,13,2458506.82338,5.1612104,2.5540465,3.4190249,1.4619528,1.2403147,MBA
0.0,0.0,0.0,18.8,0.15,70.0,0.27,0,2459200.5,14.53377,349.36813,168.10201,22.76544,0.0805502,0.40539742,1.8080706,5,2459164.64933,2.4312134,1.6624302,1.953711,0.8981696,1.6987078,Hungaria
0.0,0.0,0.0,17.1,0.15,53.0,0.22,2,2459200.5,73.95218,173.22035,209.26883,14.86094,0.2683719,0.17361532,3.1823212,2,2458774.54572,5.6769624,2.3282756,4.0363668,1.4765597,1.213814,MBA
0.0,0.0,0.0,18.4,0.15,27.0,0.3,4,2459000.5,234.95453,50.97111,45.289,22.77682,0.1814783,0.29622497,2.2287171,1,2459422.63018,3.3272269,1.8242533,2.6331809,1.0776578,1.429696,Phocaea
0.0,0.0,0.0,16.4,0.15,87.0,0.71,1,2459000.5,268.35528,291.15788,105.41615,27.55742,0.275472,0.23369857,2.6103496,8,2459392.64937,4.2174313,1.8912714,3.3294278,1.2061318,1.310807,MBA
0.0,0.0,0.0,19.2,0.15,32.0,0.19,2,2459200.5,167.21172,155.63969,85.47281,23.50739,0.1275951,0.41402899,1.7828531,3,2458796.63515,2.3805283,1.5553698,2.0103364,0.8769137,1.7243604,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,18.9,0.15,34.0,0.24,2,2459000.5,99.54181,305.26759,55.54461,23.47702,0.0487329,0.37578086,1.9018647,3,2458735.60672,2.6228257,1.8091813,1.9945481,0.948674,1.6162091,Hungaria
0.0,0.0,0.0,16.2,0.15,681.0,0.47,0,2459200.5,323.67585,93.13405,30.13712,21.52692,0.0846491,0.35878115,1.9614759,10,2459301.74321,2.7471,1.7954387,2.1275131,0.9737105,1.5723771,Hungaria
1.0,0.0,0.0,24.4,0.15,21.0,0.21,7,2458600.5,290.32586,317.692,38.83317,15.78285,0.3841717,0.46550382,1.648873,1,2458750.1747,2.1172923,1.0154227,2.2823233,0.7027597,1.895021,Amor
0.0,0.0,0.0,16.8,0.15,220.0,0.36,0,2459200.5,312.65347,56.85276,44.9094,7.61815,0.0626979,0.27032145,2.3689126,10,2459375.64903,3.6460579,2.2203868,2.5174384,1.1798002,1.3779207,MBA
0.0,0.0,0.0,16.7,0.15,45.0,0.3,0,2459000.5,312.2578,164.48562,169.32145,12.59844,0.1547188,0.19577579,2.9374021,7,2459244.36173,5.0343697,2.4829308,3.3918734,1.4335434,1.2478702,MBA
0.0,0.0,0.0,18.6,0.15,72.0,0.31,1,2459000.5,247.19504,42.71463,187.82295,20.95481,0.0416906,0.36314233,1.94574,4,2459311.13569,2.7141085,1.8646209,2.0268591,0.971179,1.5833936,Hungaria
0.0,0.0,0.0,18.1,0.15,57.0,0.22,0,2459200.5,293.36156,262.03217,213.94666,6.39118,0.077735,0.2687494,2.3781416,6,2459448.45754,3.6673855,2.1932768,2.5630064,1.1818856,1.3748989,MBA
0.0,0.0,0.0,18.6,0.15,129.0,0.35,3,2459000.5,164.07042,89.22604,304.19008,6.58136,0.3921178,0.27853325,2.3221201,1,2458411.44843,3.5385637,1.4115755,3.2326647,0.9825397,1.3939235,Object with perihelion distance < 1.665 AU
0.0,0.0,0.0,18.19,0.15,90.0,0.72,0,2459200.5,285.80712,318.22859,71.62809,25.61761,0.0564825,0.35759006,1.9658291,6,2459407.9803,2.7562502,1.8547942,2.076864,0.9797788,1.569395,Hungaria
